X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,label
0.68125,0.34833333333333333,0.7359375,0.27,0.621875,0.265,0.7890625,0.24333333333333335,0.53125,0.23666666666666666,0.815625,0.39166666666666666,0.4390625,0.48,0.7796875,0.7216666666666667,0.346875,0.8516666666666667,0.7140625,0.995,0.3171875,1.0,0.6453125,0.8416666666666667,0.3984375,0.8616666666666667,0.646875,0.9566666666666667,0.415625,0.9466666666666667,0.571875,1.0,0.409375,0.9716666666666667,Normal
0.68125,0.34833333333333333,0.7359375,0.27,0.621875,0.265,0.7890625,0.24333333333333335,0.53125,0.23666666666666666,0.815625,0.39166666666666666,0.4390625,0.48,0.7796875,0.7216666666666667,0.346875,0.8516666666666667,0.7140625,0.995,0.3171875,1.0,0.6453125,0.8416666666666667,0.3984375,0.8616666666666667,0.646875,0.9566666666666667,0.415625,0.9466666666666667,0.571875,1.0,0.409375,0.9716666666666667,Normal
0.6796875,0.345,0.7359375,0.27,0.6203125,0.2633333333333333,0.790625,0.24,0.5296875,0.23166666666666666,0.8234375,0.36833333333333335,0.44375,0.4633333333333333,0.7875,0.68,0.3578125,0.8283333333333334,0.7203125,0.975,0.3234375,0.9866666666666667,0.665625,0.84,0.41875,0.8616666666666667,0.659375,0.9483333333333334,0.425,0.9333333333333333,0.5828125,0.9966666666666667,0.39375,0.9733333333333334,Normal
0.6765625,0.34833333333333333,0.734375,0.27,0.6171875,0.26166666666666666,0.7890625,0.24333333333333335,0.5265625,0.235,0.8234375,0.36833333333333335,0.4359375,0.475,0.784375,0.6833333333333333,0.3609375,0.83,0.715625,0.9733333333333334,0.3296875,0.9883333333333333,0.6625,0.8233333333333334,0.4078125,0.85,0.65625,0.9466666666666667,0.421875,0.9366666666666666,0.575,0.9983333333333333,0.3953125,0.9716666666666667,Normal
0.6765625,0.34833333333333333,0.734375,0.27,0.6171875,0.26166666666666666,0.7890625,0.24333333333333335,0.5265625,0.235,0.8234375,0.36833333333333335,0.4359375,0.475,0.784375,0.6833333333333333,0.3609375,0.83,0.715625,0.9733333333333334,0.3296875,0.9883333333333333,0.6625,0.8233333333333334,0.4078125,0.85,0.65625,0.9466666666666667,0.421875,0.9366666666666666,0.575,0.9983333333333333,0.3953125,0.9716666666666667,Normal
0.6703125,0.345,0.7265625,0.27,0.6109375,0.26166666666666666,0.7828125,0.24,0.521875,0.23166666666666666,0.825,0.36333333333333334,0.4375,0.4666666666666667,0.7828125,0.685,0.359375,0.8133333333333334,0.725,0.9783333333333334,0.3265625,0.99,0.659375,0.8183333333333334,0.4078125,0.8416666666666667,0.653125,0.9433333333333334,0.409375,0.93,0.5765625,1.0,0.38125,0.9733333333333334,Normal
0.6703125,0.345,0.7265625,0.27,0.6109375,0.26166666666666666,0.7828125,0.24,0.521875,0.23166666666666666,0.825,0.36333333333333334,0.4375,0.4666666666666667,0.7828125,0.685,0.359375,0.8133333333333334,0.725,0.9783333333333334,0.3265625,0.99,0.659375,0.8183333333333334,0.4078125,0.8416666666666667,0.653125,0.9433333333333334,0.409375,0.93,0.5765625,1.0,0.38125,0.9733333333333334,Normal
0.66875,0.3466666666666667,0.7234375,0.27166666666666667,0.6109375,0.26666666666666666,0.7796875,0.24,0.521875,0.23666666666666666,0.8234375,0.36666666666666664,0.4328125,0.475,0.7859375,0.685,0.3546875,0.8333333333333334,0.71875,0.9766666666666667,0.328125,0.9933333333333333,0.6640625,0.8333333333333334,0.4109375,0.86,0.659375,0.9416666666666667,0.4125,0.93,0.578125,1.0,0.3875,0.9783333333333334,Normal
0.6671875,0.3466666666666667,0.7234375,0.27,0.6078125,0.265,0.7796875,0.24,0.5203125,0.23333333333333334,0.8234375,0.3616666666666667,0.43125,0.4716666666666667,0.784375,0.6866666666666666,0.3609375,0.8366666666666667,0.71875,0.9783333333333334,0.3390625,1.0,0.6734375,0.83,0.41875,0.8583333333333333,0.6734375,0.9466666666666667,0.4375,0.9366666666666666,0.596875,1.0,0.409375,0.98,Normal
0.6671875,0.3466666666666667,0.7234375,0.27,0.6078125,0.265,0.7796875,0.24,0.5203125,0.23333333333333334,0.8234375,0.3616666666666667,0.43125,0.4716666666666667,0.784375,0.6866666666666666,0.3609375,0.8366666666666667,0.71875,0.9783333333333334,0.3390625,1.0,0.6734375,0.83,0.41875,0.8583333333333333,0.6734375,0.9466666666666667,0.4375,0.9366666666666666,0.596875,1.0,0.409375,0.98,Normal
0.6625,0.3433333333333333,0.7203125,0.27166666666666667,0.60625,0.2633333333333333,0.778125,0.24333333333333335,0.51875,0.23166666666666666,0.821875,0.355,0.4328125,0.4766666666666667,0.7890625,0.655,0.359375,0.8316666666666667,0.728125,0.9583333333333334,0.3484375,0.995,0.6703125,0.8183333333333334,0.4203125,0.8516666666666667,0.6671875,0.9316666666666666,0.421875,0.9283333333333333,0.5859375,1.0,0.3984375,0.9766666666666667,Normal
0.6625,0.3433333333333333,0.7203125,0.2683333333333333,0.603125,0.26166666666666666,0.7796875,0.24333333333333335,0.5171875,0.23666666666666666,0.825,0.35,0.4328125,0.47333333333333333,0.7875,0.6583333333333333,0.359375,0.8383333333333334,0.721875,0.9633333333333334,0.3375,0.9966666666666667,0.68125,0.8066666666666666,0.425,0.8416666666666667,0.66875,0.9333333333333333,0.4328125,0.9316666666666666,0.5921875,0.9983333333333333,0.4125,0.9766666666666667,Normal
0.6625,0.3433333333333333,0.7203125,0.2683333333333333,0.603125,0.26166666666666666,0.7796875,0.24333333333333335,0.5171875,0.23666666666666666,0.825,0.35,0.4328125,0.47333333333333333,0.7875,0.6583333333333333,0.359375,0.8383333333333334,0.721875,0.9633333333333334,0.3375,0.9966666666666667,0.68125,0.8066666666666666,0.425,0.8416666666666667,0.66875,0.9333333333333333,0.4328125,0.9316666666666666,0.5921875,0.9983333333333333,0.4125,0.9766666666666667,Normal
0.6625,0.34833333333333333,0.7203125,0.27166666666666667,0.603125,0.2633333333333333,0.778125,0.24333333333333335,0.5140625,0.23333333333333334,0.8203125,0.36,0.4328125,0.47833333333333333,0.7890625,0.665,0.3578125,0.8366666666666667,0.721875,0.9733333333333334,0.33125,0.995,0.678125,0.8283333333333334,0.4265625,0.86,0.665625,0.94,0.4328125,0.9333333333333333,0.590625,1.0,0.403125,0.98,Normal
0.6640625,0.3466666666666667,0.721875,0.27,0.603125,0.265,0.7796875,0.24,0.5140625,0.235,0.8234375,0.3566666666666667,0.43125,0.4716666666666667,0.784375,0.6833333333333333,0.359375,0.8316666666666667,0.715625,0.985,0.325,0.9966666666666667,0.675,0.8266666666666667,0.4203125,0.8566666666666667,0.6640625,0.94,0.421875,0.9283333333333333,0.584375,1.0,0.39375,0.98,Normal
0.6640625,0.3466666666666667,0.721875,0.27,0.603125,0.265,0.7796875,0.24,0.5140625,0.235,0.8234375,0.3566666666666667,0.43125,0.4716666666666667,0.784375,0.6833333333333333,0.359375,0.8316666666666667,0.715625,0.985,0.325,0.9966666666666667,0.675,0.8266666666666667,0.4203125,0.8566666666666667,0.6640625,0.94,0.421875,0.9283333333333333,0.584375,1.0,0.39375,0.98,Normal
0.6625,0.3466666666666667,0.7203125,0.27,0.603125,0.2633333333333333,0.7796875,0.23833333333333334,0.5125,0.23166666666666666,0.8203125,0.35333333333333333,0.43125,0.47333333333333333,0.7859375,0.6716666666666666,0.3609375,0.8333333333333334,0.71875,0.9783333333333334,0.3328125,0.995,0.6734375,0.8216666666666667,0.421875,0.8533333333333334,0.6703125,0.9383333333333334,0.4296875,0.9316666666666666,0.59375,1.0,0.403125,0.9766666666666667,Normal
0.6625,0.3466666666666667,0.7203125,0.27,0.603125,0.2633333333333333,0.7796875,0.23833333333333334,0.5125,0.23166666666666666,0.8203125,0.35333333333333333,0.43125,0.47333333333333333,0.7859375,0.6716666666666666,0.3609375,0.8333333333333334,0.71875,0.9783333333333334,0.3328125,0.995,0.6734375,0.8216666666666667,0.421875,0.8533333333333334,0.6703125,0.9383333333333334,0.4296875,0.9316666666666666,0.59375,1.0,0.403125,0.9766666666666667,Normal
0.6609375,0.3466666666666667,0.71875,0.27,0.6015625,0.2633333333333333,0.7796875,0.24333333333333335,0.515625,0.23666666666666666,0.81875,0.355,0.43125,0.48,0.7890625,0.6466666666666666,0.3546875,0.84,0.73125,0.95,0.340625,0.9916666666666667,0.6734375,0.8033333333333333,0.421875,0.8383333333333334,0.6734375,0.935,0.4296875,0.93,0.5953125,0.9966666666666667,0.4046875,0.9716666666666667,Normal
0.6609375,0.3466666666666667,0.71875,0.27,0.6015625,0.2633333333333333,0.7796875,0.24333333333333335,0.515625,0.23666666666666666,0.81875,0.355,0.43125,0.48,0.7890625,0.6466666666666666,0.3546875,0.84,0.73125,0.95,0.340625,0.9916666666666667,0.6734375,0.8033333333333333,0.421875,0.8383333333333334,0.6734375,0.935,0.4296875,0.93,0.5953125,0.9966666666666667,0.4046875,0.9716666666666667,Normal
0.6609375,0.34833333333333333,0.71875,0.27,0.6,0.265,0.778125,0.24,0.5125,0.235,0.8203125,0.3566666666666667,0.4265625,0.48,0.784375,0.6583333333333333,0.353125,0.8416666666666667,0.7234375,0.9666666666666667,0.33125,0.9866666666666667,0.671875,0.825,0.4171875,0.86,0.6671875,0.9366666666666666,0.4265625,0.935,0.590625,1.0,0.4,0.9783333333333334,Normal
0.6609375,0.3516666666666667,0.7203125,0.27166666666666667,0.6,0.26666666666666666,0.7796875,0.23833333333333334,0.5109375,0.23333333333333334,0.81875,0.3566666666666667,0.4234375,0.485,0.7921875,0.6666666666666666,0.3453125,0.8683333333333333,0.725,0.9716666666666667,0.359375,0.9866666666666667,0.6765625,0.8283333333333334,0.421875,0.8666666666666667,0.66875,0.9466666666666667,0.4265625,0.945,0.59375,0.9966666666666667,0.409375,0.9716666666666667,Normal
0.6609375,0.3516666666666667,0.7203125,0.27166666666666667,0.6,0.26666666666666666,0.7796875,0.23833333333333334,0.5109375,0.23333333333333334,0.81875,0.3566666666666667,0.4234375,0.485,0.7921875,0.6666666666666666,0.3453125,0.8683333333333333,0.725,0.9716666666666667,0.359375,0.9866666666666667,0.6765625,0.8283333333333334,0.421875,0.8666666666666667,0.66875,0.9466666666666667,0.4265625,0.945,0.59375,0.9966666666666667,0.409375,0.9716666666666667,Normal
0.659375,0.34833333333333333,0.71875,0.27166666666666667,0.6,0.265,0.778125,0.24333333333333335,0.5125,0.23666666666666666,0.81875,0.36,0.428125,0.4866666666666667,0.7875,0.655,0.3546875,0.845,0.7234375,0.96,0.3453125,0.99,0.675,0.8216666666666667,0.421875,0.8583333333333333,0.6734375,0.9283333333333333,0.428125,0.9266666666666666,0.596875,1.0,0.4078125,0.9783333333333334,Normal
0.659375,0.3466666666666667,0.7171875,0.27,0.6,0.2633333333333333,0.7765625,0.24,0.5125,0.23166666666666666,0.821875,0.35333333333333333,0.4265625,0.47333333333333333,0.784375,0.665,0.3546875,0.835,0.721875,0.9683333333333334,0.3390625,0.9933333333333333,0.6796875,0.8333333333333334,0.4234375,0.8666666666666667,0.6734375,0.9433333333333334,0.428125,0.94,0.596875,0.9983333333333333,0.4078125,0.9733333333333334,Normal
0.659375,0.3466666666666667,0.7171875,0.27,0.6,0.2633333333333333,0.7765625,0.24,0.5125,0.23166666666666666,0.821875,0.35333333333333333,0.4265625,0.47333333333333333,0.784375,0.665,0.3546875,0.835,0.721875,0.9683333333333334,0.3390625,0.9933333333333333,0.6796875,0.8333333333333334,0.4234375,0.8666666666666667,0.6734375,0.9433333333333334,0.428125,0.94,0.596875,0.9983333333333333,0.4078125,0.9733333333333334,Normal
0.6609375,0.35,0.7203125,0.27166666666666667,0.6015625,0.26666666666666666,0.778125,0.24166666666666667,0.5109375,0.235,0.8203125,0.355,0.4265625,0.48,0.7828125,0.6616666666666666,0.35625,0.8416666666666667,0.721875,0.9683333333333334,0.334375,0.995,0.678125,0.8016666666666666,0.4234375,0.8366666666666667,0.6765625,0.9266666666666666,0.41875,0.9233333333333333,0.5953125,0.9983333333333333,0.396875,0.9766666666666667,Normal
0.6609375,0.35,0.71875,0.2733333333333333,0.6,0.26666666666666666,0.775,0.245,0.5125,0.24,0.81875,0.3566666666666667,0.428125,0.47333333333333333,0.784375,0.6666666666666666,0.353125,0.84,0.721875,0.9716666666666667,0.3375,0.9866666666666667,0.678125,0.825,0.421875,0.8566666666666667,0.6734375,0.9433333333333334,0.4234375,0.9366666666666666,0.5984375,1.0,0.4015625,0.9766666666666667,Normal
0.6609375,0.35,0.71875,0.2733333333333333,0.6,0.26666666666666666,0.775,0.245,0.5125,0.24,0.81875,0.3566666666666667,0.428125,0.47333333333333333,0.784375,0.6666666666666666,0.353125,0.84,0.721875,0.9716666666666667,0.3375,0.9866666666666667,0.678125,0.825,0.421875,0.8566666666666667,0.6734375,0.9433333333333334,0.4234375,0.9366666666666666,0.5984375,1.0,0.4015625,0.9766666666666667,Normal
0.6609375,0.35,0.7171875,0.2683333333333333,0.5984375,0.265,0.7765625,0.23666666666666666,0.5109375,0.235,0.8203125,0.3566666666666667,0.4296875,0.4683333333333333,0.778125,0.6833333333333333,0.3578125,0.82,0.71875,0.985,0.3234375,0.99,0.6703125,0.825,0.415625,0.855,0.6671875,0.94,0.4296875,0.9333333333333333,0.5921875,1.0,0.403125,0.9733333333333334,Normal
0.659375,0.3516666666666667,0.7171875,0.2733333333333333,0.5984375,0.2683333333333333,0.7765625,0.24,0.5109375,0.235,0.821875,0.35333333333333333,0.428125,0.475,0.784375,0.67,0.3546875,0.8383333333333334,0.7140625,0.98,0.3375,0.9916666666666667,0.6796875,0.8116666666666666,0.425,0.8433333333333334,0.665625,0.93,0.421875,0.925,0.584375,1.0,0.4015625,0.9733333333333334,Normal
0.659375,0.3516666666666667,0.7171875,0.2733333333333333,0.5984375,0.2683333333333333,0.7765625,0.24,0.5109375,0.235,0.821875,0.35333333333333333,0.428125,0.475,0.784375,0.67,0.3546875,0.8383333333333334,0.7140625,0.98,0.3375,0.9916666666666667,0.6796875,0.8116666666666666,0.425,0.8433333333333334,0.665625,0.93,0.421875,0.925,0.584375,1.0,0.4015625,0.9733333333333334,Normal
0.659375,0.35,0.7171875,0.2733333333333333,0.6,0.2683333333333333,0.7765625,0.245,0.5109375,0.24,0.821875,0.355,0.425,0.475,0.784375,0.67,0.359375,0.8333333333333334,0.721875,0.9733333333333334,0.33125,0.9933333333333333,0.6765625,0.8133333333333334,0.4203125,0.845,0.6734375,0.93,0.41875,0.925,0.596875,0.9983333333333333,0.4015625,0.9733333333333334,Normal
0.6625,0.355,0.7203125,0.2783333333333333,0.6015625,0.27166666666666667,0.7765625,0.245,0.509375,0.23833333333333334,0.821875,0.35333333333333333,0.4234375,0.475,0.78125,0.675,0.3609375,0.8383333333333334,0.721875,0.9733333333333334,0.3375,0.995,0.68125,0.8033333333333333,0.425,0.835,0.665625,0.9283333333333333,0.4203125,0.915,0.5859375,0.995,0.4015625,0.9733333333333334,Normal
0.665625,0.355,0.721875,0.27666666666666667,0.603125,0.2733333333333333,0.778125,0.245,0.5109375,0.24166666666666667,0.8171875,0.35833333333333334,0.428125,0.47833333333333333,0.7875,0.6633333333333333,0.353125,0.8383333333333334,0.721875,0.9683333333333334,0.334375,0.99,0.6796875,0.8233333333333334,0.428125,0.8583333333333333,0.6734375,0.935,0.43125,0.93,0.5984375,1.0,0.409375,0.975,Normal
0.665625,0.355,0.7234375,0.275,0.603125,0.27166666666666667,0.78125,0.23833333333333334,0.5109375,0.23666666666666666,0.8234375,0.35,0.425,0.475,0.784375,0.6666666666666666,0.353125,0.8416666666666667,0.728125,0.9683333333333334,0.3421875,0.9816666666666667,0.6765625,0.8033333333333333,0.4203125,0.8366666666666667,0.6640625,0.9366666666666666,0.41875,0.925,0.584375,0.995,0.3984375,0.9733333333333334,Normal
